conversation_id,brand,customer_message,historical_support_response,timestamp,conversation_context,customer_author,support_author,parent_tweet_id,response_tweet_id,conversation_length,is_dm_redirect
187c3fdae1ff,spotifycares,Hi could you message me please I think my account has been compromised.,Hi! We've just replied to your DM. Let's continue chatting there /GT,Tue Oct 10 13:47:01 +0000 2017,,217073,SpotifyCares,nan,429230,2,False
3ee8995041c6,spotifycares,United States homie,Thanks! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again in the US soon. There's more info about Spotify content here: [URL] We hope this clears things up /CH,Sun Nov 19 05:56:04 +0000 2017,[support]: Hey Sadie! We hear you. Can you let us know what country your account is set to? We'll check things out /CH,748206,SpotifyCares,2653079.0,2653077,3,False
faa8e1e27aad,spotifycares,since i graduated in may. helpppppp please i NEED spotify in my life,Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY [URL],Thu Oct 05 16:29:29 +0000 2017,[customer]: hi im having payment probs. i have to update my card info but it's asking me to do spotify student but i've been paying 10$,154057,SpotifyCares,255593.0,255591,3,True
c7d78cedc049,spotifycares,"perfect, thank you!",No worries. Feel free to tweet us if there's anything else. [URL] /GK,Thu Oct 05 08:01:00 +0000 2017,"[support]: Can you try logging out &gt; restarting your device &gt; logging back in to see if it makes a difference? Keep us posted /MU | [customer]: It’s on my phone as well now. Did the HK team change the playlist name maybe? If so, I’m wondering if there’s a way to choose English [URL] | [support]: The app interface is already in English. Thanks for letting us know about this. We’ll get this passed onto the right team /CO",165996,SpotifyCares,211056.0,211059,5,False
8b2f1b5fca5a,spotifycares,Hi Bot. Thanks for the link from 2012.,"We're sorry you feel that way. Rest assured, we're taking all feedback about this on board, and we'll make sure it reaches the team. In the meantime, let us know if we can help with anything else /CP",Fri Nov 17 21:17:48 +0000 2017,"[support]: Hi Michael, help's here! Can you DM us your account's email address? We'll take a look backstage /JN [URL]",662489,SpotifyCares,2605034.0,2605037,3,False
99f7cb16c1a2,spotifycares,when are you dropping an update that’ll actually optimise Spotify with my iPhone X and get rid of them dirty black bars,"Hey! We're working on this as we speak, but we don't have a release date yet. Stay tuned /TJ",Thu Nov 16 14:45:54 +0000 2017,,285719,SpotifyCares,nan,2552666,2,False
ff5f3b983206,spotifycares,"I’m on iPhone SE, iOS 11.0.2, latest version of Spotify","Thanks, but could you check the exact Spotify version for us? Just go to Your Library &gt; Settings &gt; About. We'll wait for your reply /JP",Thu Oct 19 14:24:55 +0000 2017,"[support]: Hey Rico, help's here! Can you let us know your device's model, operating system, and Spotify version? We'll see what we can suggest /JP",555607,SpotifyCares,1858081.0,1858084,3,False
6b31db236bed,spotifycares,I had to reboot my modem after the restart. Seems to be working now. But I'm hesitant to use the app if it means I'm going to lose work.,"We understand. Not to worry, your app's working good. If anything else comes up, just let us know. We'll come running to you 🏃 /MT",Mon Oct 30 23:43:42 +0000 2017,"[support]: Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF | [customer]: Thanks for the response. Did that yesterday. It worked exactly once. Locked my system up again today. | [support]: Hmm, that's odd. Does restarting your internet connection help at all? We'd also recommend trying different connections /MT",581872,SpotifyCares,1962226.0,1962219,5,False
56377e91633d,spotifycares,"uhhhh, the problem somehow just fixed itself, everything works as before now. thanks for your fast and good help eitherway!!","That's awesome to hear! We're glad it got fixed. But if it ever comes back, we'll be ready and waiting for your message /QI",Fri Nov 24 22:55:57 +0000 2017,[support]: Thanks for letting us know. Could you send us a DM with your account's email address? We'll take a look backstage /QI [URL],155918,SpotifyCares,172437.0,173628,3,False
591ef893dc93,spotifycares,is your £99 per year deal for Premium open to current monthly premium subscribers in the Uk? Keeps saying I’m ineligible!,Hi Adam! We've just sent a DM your way. Let's carry on chatting there /CO,Sat Dec 02 14:17:14 +0000 2017,,249704,SpotifyCares,nan,555493,2,False
fab8b38a062f,spotifycares,Very nice! I am more into calm (yoga like) music. And I would love if you could make a playlist for me!,Got it. Here's a little something we've whipped up just for you: [URL] Hope you'll like it 🎁 /LP,Sat Nov 25 07:57:19 +0000 2017,"[support]: Hey Olescu, that's a great question! We have over 30 million songs on Spotify, and new tracks are being uploaded every day. What kind of music are you into? We'll make you a playlist with the kind of music you'll find with us 🙂 /TB",154259,SpotifyCares,165027.0,165030,3,False
c2a3a97dcaf4,spotifycares,i just bought premium and it says i still have the free version,"Hey, help's arrived! Could you DM us your email address and username? We'll take a closer look 🔍 /JQ [URL]",Fri Oct 20 01:09:03 +0000 2017,,558926,SpotifyCares,nan,1871625,2,True
a448a7fb47c8,spotifycares,@377162 I've got exactly the same problem. Already DM'd you...,@377162 Hey there! We've just replied to your DM. We'll carry on helping there /JX,Fri Oct 13 18:11:53 +0000 2017,"[customer]: Hi, I have the family plan today, however, my family members aren't able to join spotify through the link.Would like some help | [support]: Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK [URL]",377161,SpotifyCares,1089996.0,1089992,4,False
844dbd8f6701,spotifycares,Are there any plans to write a functioning app for the Roku media player?,"Hi! We don't have any info on this right now, but rest assured your feedback will be passed on to the right folks /RE",Tue Aug 22 01:43:04 +0000 2017,,610845,SpotifyCares,nan,2065609,2,False
c57e66bd8a4b,spotifycares,"nah, no error messages. the play/pause/skip hotkeys on my keyboard just aren’t working anymore [URL]","Got it. Have you tried logging out and back in to your account? Also, does restarting your device help at all? /NS",Mon Oct 16 05:52:52 +0000 2017,"[support]: Hey there! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /NS | [customer]: yeah! mac, high sierra, and spotify 1.0.65.320.gac7a8e02?? | [support]: Thanks. Are you getting any specific error messages? A screenshot would come in handy /NS",400362,SpotifyCares,1265649.0,1265641,5,False
f1178ef3301e,spotifycares,So I’m currently cancelling my Spotify account and going to @115948,"Hey, sorry to hear you feel that way. Can you DM us your account's username or email address? We'll take a look under the hood /JM [URL]",Fri Oct 20 19:18:10 +0000 2017,[customer]: I’m trying to renew my premium but when I put my card in it declines but then I check my bank statement and it went through... | [customer]: But I still don’t have premium and it went through as a student,397911,SpotifyCares,1867069.0,1867067,4,True
2e206b60566e,spotifycares,iPhone 6s plus 64gb,"Hey there! Just to check, are you experiencing the same issue? /NS",Fri Oct 13 00:01:58 +0000 2017,"[support]: Hi there! Can you let us know the device, operating system, and app version you're using? We'll see what we can suggest /PB",316530,SpotifyCares,825187.0,825185,3,False
d2e03c6cf8fa,spotifycares,How can I undo revoke access?,Hey there! Can you let us know what app you've revoked access to your Spotify account? We'll see what we can suggest /RH,Fri Nov 17 02:52:59 +0000 2017,,734955,SpotifyCares,nan,2595628,2,False
83b86b0d9853,spotifycares,dear spotify admin... this album -- [URL] are belong to other ASTRO -- [URL] please fix it,Hi there! Thanks for reporting. We'll pass this on to the right folks. [URL] /NQ,Thu Oct 05 02:41:09 +0000 2017,,169280,SpotifyCares,nan,223056,2,False
61dda62956d4,spotifycares,"Hi, I'm playing from iPhone 7 iOS 11.0.2 and I have the last version of the Spotify App (8.4.22)","Thanks! Are you seeing any error messages when playing their songs? If so, a screenshot would be handy /LO",Fri Oct 20 00:08:40 +0000 2017,"[customer]: why some artists like Hillsong United (fromAustralia) and Tiago Iorc (fromBrazil) albums are not playing anymore on Spotify US | [support]: Hey Aline, help's here! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",653873,SpotifyCares,2242864.0,2242867,4,False
01dda4d26387,spotifycares,hello I am reaching out because a payment was taken out my acct but still saying I'm in jepordary of suspension,Hey there! We've just sent you a DM. Let's continue chatting there /NS,Tue Oct 10 02:34:41 +0000 2017,,330800,SpotifyCares,nan,887791,2,False
00f07bb1bd21,spotifycares,"Hi guys, my downloaded songs keep getting unrecognized when I go offline. I have to keep selecting ""download"" and it is frustrating when I want to listen to music on a plane not having offline content. Why is this happening on my LGV10 Android?",Hey Raj! Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at [URL] They should help with this /CP,Fri Dec 01 20:50:02 +0000 2017,,237303,SpotifyCares,nan,510546,2,False
219f2b763477,spotifycares,I've also disabled it.,"Got it! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /JP",Fri Oct 27 18:02:56 +0000 2017,[customer]: what's with this Waze app? Since it's appeared it's totally messed up Spotify playing music through my car. | [support]: Hey Sarah! Can you let us know what's happening exactly? We'll see how we can help /JP,435093,SpotifyCares,1351224.0,1351228,4,False
5a81fd903d58,spotifycares,All resolved with one of your agents on the site! Thanks!,"Awesome, that's what we like to hear! If you need us again, just... [URL] and we'll come running 🏃 /CP",Wed Nov 15 19:35:42 +0000 2017,"[customer]: My account got hacked and email changed any help in recovering it would be appreciated. Sent an email to support can you confirm this reference support number "" [ ref:_00DD0pxIW._500571cSQ7g:ref ] "" | [support]: Hey! Sorry to hear about that. If you already reached out to us, our team will get back to you as soon as they can. Keep an eye on your inbox /CB",713465,SpotifyCares,2501025.0,2501023,4,False
15b64f1ca7d2,spotifycares,Nope it happens quite often!,"Got it. Just to check, did you watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /MA",Mon Nov 06 10:48:31 +0000 2017,"[support]: Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MA",507734,SpotifyCares,1666820.0,1666818,3,False
0c5dfdd66b50,spotifycares,"I set up my account with Facebook a million years ago and just upgraded to Premium. I now want to change my account to an email login and disconnect from facebook. I can't access links - get ""bad request"" message. help!","Hey Jann, we'd be glad to help! Can you DM us your account's username and email address? We'll take a look backstage /JX [URL]",Mon Nov 06 15:17:44 +0000 2017,,598999,SpotifyCares,nan,2025517,2,True
6e1d30057cd9,spotifycares,"I’m using a MacBook Air, macOS Sierra (10.12.6) &amp; the latest version of Spotify (1.0.65.320). I’ve tried clearing the storage cache as well.","Thanks! Is this happening while connected to WiFi, 3G/4G or both? /KL",Mon Oct 09 18:24:22 +0000 2017,"[customer]: Hi I was wondering when the Recently Played Artists section is going to be fixed? Mine hasn’t updated in months, many thanks | [support]: Hey Alex, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",209815,SpotifyCares,396205.0,396193,4,False
bf1fdd065c5f,spotifycares,"And I am not alone, as you can see in the forum thread. You need to get the Spotify devs to look at this ASAP. Please escalate.",We understand. Thanks for the feedback - we appreciate it! We’ll get this passed onto the right team /TF,Wed Sep 20 18:07:45 +0000 2017,"[support]: Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /TF | [customer]: Please go look at the post in Spotify forum I linked in my last Tweet. It's all explained there. | [support]: Thanks for the update! Can you try signing up again using an incognito window/different browser? Let us know how that goes /TF [URL]",550588,SpotifyCares,1836175.0,1836178,5,False
58039512a4a5,spotifycares,"Thanks for the feedback, appreciate it","No worries. Just to check are you having some issue with your subscription? If so, can you DM us more details about it, along with your account's username or email address? We'll check things backstage /MU [URL]",Wed Nov 29 07:55:19 +0000 2017,"[support]: Hey, sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at [URL] They should help with this /NS",810625,SpotifyCares,2930433.0,2930436,3,False
d1d5d08c672b,spotifycares,also how can someone get around the unidays not working? UK university.,1: Hey there! You can find all our support channels here: [URL],Sun Nov 12 21:26:14 +0000 2017,,126587,SpotifyCares,nan,2306181,2,False
73ca7aa1ff48,spotifycares,"My new card has been charged by ya'll, and I haven't used your services for years? My Spotify account doesn't even have my info updates. How do we resolve this?","Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG [URL]",Fri Dec 01 17:12:21 +0000 2017,,233784,SpotifyCares,nan,497715,2,True
ba608d7e6159,spotifycares,is there anyway to get the app to refresh my listing? It’s 8am and I have no clue what new music came out,"Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK [URL]",Fri Oct 13 11:51:43 +0000 2017,,324737,SpotifyCares,nan,862205,2,True
ddf96a911fb4,spotifycares,I can't sign out everywhere. [URL],We'll take note of that. Does clearing your browser's cache and cookies help at all? Fingers crossed that'll do the trick /JE,Mon Nov 27 19:17:28 +0000 2017,"[customer]: , what is this Spotiamb 0.2.1? Randomly my music stops, other music starts and plays via this device(?!). What can I do to stop it? [URL] | [support]: Hi Simon! We’re sorry to hear that. Check out [URL] for what to do next /NJ",792136,SpotifyCares,2848326.0,2848330,4,False
0f620ebb2b58,spotifycares,"@SpotifyCares ah, I guess it’s because I’ve revived n old account and had deleted the main one I had been using for years? Which reminds me, I had lots of playlists on the old account (leonclowes) - is there any way of retrieving these please? Thanks","Hey there! Unfortunately we're unable to recover your previous Discover Weekly. Be sure to save your favorites, so you don't miss out in the future /PL",Thu Nov 30 09:36:58 +0000 2017,,132498,SpotifyCares,73751.0,73749,2,False
dce4ada9d4f2,spotifycares,hey! Is it possible for a user to create a scannable qr-code for spotify?,"Hey. We're afraid it's currently not possible, but it's definitely something for the team to consider. We'll make sure it reaches them /QI",Wed Oct 25 16:48:52 +0000 2017,[support]: Hi! We've just replied to your DM. We'll carry on helping there /MQ,405057,SpotifyCares,1214661.0,1214664,3,False
50e0ac33d08b,spotifycares,Why do you play ads in languages that people do not speak? #SpotifyDoesntCare #Spotify,"Hi, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV [URL]",Sun Oct 08 13:35:13 +0000 2017,,200654,SpotifyCares,nan,356505,2,True
fc74c293c9dc,spotifycares,"I'm running Windows 10 Home. My Spotify version is whatever is available through the Windows store, fully updated.",Does restarting your computer help? Do you experience the same issue when you're logged in on a different device? /MA,Mon Oct 23 06:44:18 +0000 2017,"[support]: Hey, that doesn't sound good! Which operating system and Spotify version are you running? We'll see what we can suggest /MA",364795,SpotifyCares,1034825.0,1034828,3,False
56ca38289bcf,spotifycares,"Tried Solution: -Clear Cookies, Open in Incognito, Change Devices. Exactly same address. None of these help.","Hey Mirza, help's here! Can you DM us your account's username and email address? We'll get this sorted /TY [URL]",Sat Nov 04 11:10:00 +0000 2017,"[customer]: Can't join the Premium of Family Plan.The error message is either: 4 @ Undefine - Oops something went wrong, please try again",593569,SpotifyCares,2007327.0,2007325,3,True
042e576a5776,spotifycares,"@407803 same problem here. Canada is great, besides Spotify exclusives being only in the US. Like I pay for a membership and only get 80% access? ☹️","We hear you loud and clear, Brandon! We can’t make any promises, but we’ll pass your feedback onto the right folks /CO",Wed Oct 25 18:32:48 +0000 2017,"[customer]: @115888 you say ""Stream the new playlist video"" BUT HOW. Nothing happens when I play the song ... it's just the audio #Canada [URL] | [customer]: @115888 How come I was able to see the Bad Liar Spotify vertical video ? But not the Wolves video ... Canada isn't like some foreign country .... | [support]: Hey there, we hear you 🎧 Rest assured, your feedback will be passed on to the right folks /CG",407802,SpotifyCares,1226743.0,1226741,5,False
e6065ee38a1e,spotifycares,"Everything is up to date. Clearing the cache reduced the length of the freezes, but they still happen. Getting about 60-100 logged errors per freeze. Thanks!","Gotcha. Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /JE",Wed Nov 01 21:02:39 +0000 2017,"[support]: Hey Jack! You can let us know here. What's happening exactly? Can you tell us more info about it? /JE | [customer]: From the Chrome console. Though I’ve had similar issues in Firefox too. [URL] | [support]: Thanks! Just to check, have you tried clearing your browsers' cache and cookies? Are there any updates on your browsers' version? /JE",129423,SpotifyCares,58936.0,58938,5,False
e498d97e2f25,spotifycares,"hi, How can I close my Spotify account if my Facebook account disabled. (I use my Facebook account login the Spotify account.)","Hey, the cavalry's here! Can you DM us your account's email address? We'll see what we can do /YM [URL]",Sun Oct 15 16:33:12 +0000 2017,,403277,SpotifyCares,nan,1206271,2,True
8afce9cff196,spotifycares,Please introduce Beatmatching when crossfading is enabled. That would advance Spotify to a whole new level,"Hey there! To help make this happen, add your support to the official idea here: [URL] /LO",Thu Oct 05 21:56:26 +0000 2017,,285881,SpotifyCares,nan,695458,2,False
b6113dd2871f,spotifycares,Nvm it's back,"Hey there! Just checking, are you still missing music on your Spotify? Let us know /TF",Tue Nov 07 16:21:21 +0000 2017,[customer]: where did all my music go [URL],524903,SpotifyCares,1739225.0,1739223,3,False
6b694cadc703,spotifycares,"be honest you have no intention of adding this feature, requested 6 years ago. and no update from you do spotify really care?","We don't have any more info to share at the moment. Don't worry, we'll make sure to let our devs know it's something you'd like to see /DR",Thu Oct 12 10:01:51 +0000 2017,"[support]: We understand. We've given our devs a nudge about this. Hopefully this'll be available soon. Let us know if you need anything else /MC | [customer]: Perhaps you need to give them a harder nudge or a kick; try reading the forums. You are losing customers over this. | [support]: We hear you. Rest assured, we'll be passing your feedback on to the right folks /GT",308148,SpotifyCares,788968.0,788970,5,False
64ab78a46510,spotifycares,"Hi, I have a question regarding the student discount. Why can't I choose paypal as a payment method?",Hey Marijn! Can you DM us your account's username or email address? We'll check backstage /NG [URL],Fri Oct 27 12:40:40 +0000 2017,,431762,SpotifyCares,nan,1336482,2,True
9eca1ceaaaaf,spotifycares,I have a problem ... I wrote my credit card details but forgot to list the school and the money broke up what I can do?,Hi! Help's here. Can you DM us your account's email address? We'll take a look at what happened backstage /MG [URL],Sun Oct 08 19:31:30 +0000 2017,,612303,SpotifyCares,nan,2070437,2,True
b805139cb888,spotifycares,"As you can see, there's no option to play the album immediately. If I add to queue, it gets pushed to the end. [URL]",Hmm. Can you DM us your account's username or email address? We'll take a look backstage /LS [URL],Tue Nov 28 07:14:48 +0000 2017,"[customer]: As you can see, there's no option to play the album immediately. If I add to queue, it gets pushed to the end. [URL] | [customer]: I don't understand why shuffle is a prominent option, especially on full albums. I don't want to shuffle an album, I want to listen to it in order. [URL] | [support]: Thanks. You can tap the Now Playing bar to bring up the Now Playing view. You can also turn on or turn off Shuffle there. We have more info here: [URL] Any questions, just give us a shout /LO",794525,SpotifyCares,2859046.0,2859050,5,True
4f2b6c7fed02,spotifycares,i have all my songs downloaded so it happens only with them,"Alright. Can you try reinstalling your app with the steps here: [URL] Afterwards, just redownload your tracks for offline. Let us know how it plays out /LM",Sat Dec 02 17:04:51 +0000 2017,"[support]: You can check your iPhone's iOS version by heading to Settings &gt; General &gt; About. On another note, did this start happening after a specific update? Also, does it only happen with your downloaded songs? /LM | [customer]: version 11.1.2 (15B202) the first time that I can remember happened last week, my phone was locked and the song that was playing I have downloaded | [support]: Gotcha. Just to clarify, does this only happen with the songs you've downloaded for offline listening, or does it happen while streaming other tracks as well? Keep us posted /LM",144687,SpotifyCares,543125.0,543127,5,False
161783e85ec7,spotifycares,I have a premium for family account but unable to add myself as fifth member. In loop: msg unable to add. Resend invite. Fail,"Hi, help's here! Can you DM us your account's email address, along with the Premium for Family owner's? We'll check backstage /GK [URL]",Fri Oct 13 10:28:39 +0000 2017,,541595,SpotifyCares,nan,1802438,2,True
9a690f7431bb,spotifycares,"thanks! i guess my confusion comes from the design &amp; language, makes it seem like i'm signing up anew since you're gathering my billing info again and the button is to ""start premium"", when i already have premium and you have my billing info. please relay to your content/ux team",Sorry for the confusion. We hear you 🎧 Rest assured your feedback will be passed onto the right folks. Let us know how it goes /AL,Fri Dec 01 19:23:29 +0000 2017,"[customer]: trying to switch to the $99/year plan and the form it sends me to has a form for credit card and button to ""start my spotify premium"". i already have premium, just want to switch my plan. how do i do that? | [support]: Hey Nate, help's here. After signing up for the offer, you'll be charged the full amount straight away and your Premium time will be applied. You can sign up for the yearly plan here: [URL] If you need anything else, we're only a tweet away /AL",234228,SpotifyCares,499251.0,499254,4,False
d12382472392,spotifycares,It's *their (majid Jordan is a duo),"Hi Karina! Thanks for the feedback - we appreciate it. If there's anything else that we can help with, just let us know. We'll be here /MT",Tue Oct 17 01:53:21 +0000 2017,[support]: Hey there! Pre-sale codes are being sent out by email to some of his biggest fans on Spotify. Hopefully you're one of them 😉 /RV,452216,SpotifyCares,1430546.0,1430549,3,False
27567c4faba3,spotifycares,"Really weird, never had this problem with discord before. On 2014 XPS 13.","We're afraid we don't officially support third party apps, but you can add your vote to the official idea here: [URL] /CH",Sat Oct 07 23:47:12 +0000 2017,"[support]: Hey Benjamin! Can you tell us what's happening exactly? We'll see what we can suggest /CH | [customer]: Open Discord, Spotify stops playing. I think it confiscates full control of the audio driver as YouTube doesn't work on chrome either.",196759,SpotifyCares,338321.0,338324,4,False
2ed52b0c5bd9,spotifycares,Album was in my groove library move over to Spotify,We’d love to have all of the tracks in the album available. We have some more information on this here: [URL] /JU,Thu Oct 26 02:49:53 +0000 2017,"[customer]: I had an album from E-LP ""I'll Sleep When You're Dead"" on Microsoft groove account but you only seem to be getting one song? | [support]: Hey there! Licensing agreements can affect music availability. We have more info here: [URL] /NS",413073,SpotifyCares,1249132.0,1249136,4,False
b9e1c4ee781b,spotifycares,"iPhone, free, I've never had this problem...",Which iOS and Spotify versions are you running? When did this start happening? Was it after a specific update? We'll figure this out /MV,Fri Oct 20 15:12:10 +0000 2017,"[support]: Hey John! That's not cool. What device, operating system, and Spotify version are you using? We'll help out /MV",321647,SpotifyCares,848507.0,848510,3,False
f6fcd535ac07,spotifycares,"It would be cool if users could use all 10k on one device, since most just use their phones.",We hear you. Be sure to show your support and comments on the official idea here: [URL] /TB,Sun Oct 22 23:04:32 +0000 2017,[support]: Hey Justin! We currently have a limit for the number of tracks you can save for offline use. More info here: [URL] /TB,362015,SpotifyCares,1022718.0,1022716,3,False
fc98ed4c1516,spotifycares,hi just updated the new firmware update now I can’t publish posts to my Facebook account ? [URL],"Hi William! We're afraid we no longer share your listening activity to Facebook. Rest assured, your feedback will be passed on /LP",Tue Oct 24 12:04:25 +0000 2017,,390417,SpotifyCares,nan,1149140,2,False
dffca6ad9c52,spotifycares,"A few months ago I bought Spotify premium for £4.99 as I’m a student but it’s now auto renewed and charged me £9.99, why??","Hey there! We'll help out, don't worry. Can you send over your account's username or email address via DM? We'll take a look backstage /GN [URL]",Thu Oct 05 18:44:41 +0000 2017,,606516,SpotifyCares,nan,2050949,2,False
440d07135e4a,spotifycares,"my Spotify account was recalled but then re-established but now it’s just gone, there was a mistake regarding payment but now I got an email saying my account is just disabled? What do i do","Hi Anna. Don't worry, help's here. Can you give us your username or email address so we can check your account? /JU [URL]",Tue Nov 14 22:05:05 +0000 2017,,699488,SpotifyCares,nan,2438683,2,False
66f3810c2bc4,spotifycares,"You how there is space in the middle. I was thinking putting a ""add to library"" plus sign(+) would be new. Maybe???? [URL]",We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ,Tue Oct 10 23:47:51 +0000 2017,"[customer]: do you guys/gals. still make improvement to android wear? | [support]: Hey Brian! We sure are, you can find more info on using your Android Wear with Spotify here: [URL] 🙂 /JI",291009,SpotifyCares,714857.0,714860,4,False
fb25b8836c16,spotifycares,"oh sorry, they were undownloaded",Got it! We'd suggest checking the steps under “Downloads unexpectedly removed” at [URL] Let us know how you get on /JE,Thu Oct 26 17:18:26 +0000 2017,"[support]: Hey Ella, that's no fun. Just to check, was your music unsaved (removed from your library) or undownloaded (desynced)? /JE",419681,SpotifyCares,1280820.0,1280823,3,False
f782d6c2a5c9,spotifycares,online assistance is defo one of the best on twitter!,"Hey there, thanks for the kind words! If you ever have any other questions, you know where to find us 💚 /BX",Fri Oct 06 15:10:36 +0000 2017,,185395,SpotifyCares,nan,291453,2,False
882f1ff36b96,spotifycares,Ok thank you,You're welcome! We'll be right here just in case you still need us /RH,Thu Nov 23 23:46:59 +0000 2017,"[support]: Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RH | [customer]: I have a Samsung Galaxy Note 5 my phone keeps telling my to update it but it doesn't or anything. I think it might be he problem | [support]: Thanks for letting us know. Best thing to try here is a reinstall. Just follow the steps at [URL] See if that helps /RH",142706,SpotifyCares,120284.0,120289,5,False
8804050e307c,spotifycares,Hey folks. Just moved over from @115890 #groovemusic and started a premium trial. Will it automatically become a 60-day one? (only 30 days atm 😕),Hey! Can you DM us your account's email address? We'll check things out /CX [URL],Mon Oct 09 06:53:31 +0000 2017,,319878,SpotifyCares,nan,840100,2,True
4cde021b817a,spotifycares,The shuffle button doesn’t work on my iPhone sister. Fix this mess 😤😤,"No worries, we're on it! Can you let us know the model of your iPhone and which versions of iOS and Spotify you're running? /RA",Sat Oct 21 01:18:30 +0000 2017,"[support]: Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /AP",335273,SpotifyCares,906661.0,906657,3,False
88ab18f52809,spotifycares,Lol I’ve been a premium user since 2012 and have literally never seen a promotion open to active subscribers but okay maybe I’ll go ahead and cancel my premium subscription while waiting for these deals,Sorry about that. We’ll pass your feedback on to the right folks /MX,Tue Nov 21 17:15:20 +0000 2017,"[support]: Hey Brandon, we hear you loud and clear! Right now, this offer's for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though 🙂 /MX",538046,SpotifyCares,2780848.0,2780851,3,False
44386dd9e3b6,spotifycares,Didnt do anything,Alright! Can you DM us your account's email address? We'll take a look under the hood /RA,Fri Oct 20 23:27:49 +0000 2017,[support]: Thanks! Can you send us a screenshot of the exact error message you're getting? /RA | [customer]: Im not getting an error message. It just wont play. No matter how long i wait or tap the shuffle button | [support]: Got it! Could you try restarting your device? Let us know how it goes /RA,330829,SpotifyCares,887913.0,887911,5,True
881146e70080,spotifycares,"searched for Tom Petty on the app for andriod and only 3 albums are available, but full discography is available on ps3.",Hey Mike! Can you send us a screenshot of what you see on your PS3? We'll look into it /GS,Sun Oct 15 06:03:42 +0000 2017,,392556,SpotifyCares,nan,1158626,2,True
2802b1b708ed,spotifycares,when do you support the resolution on the new iPhone X? the black bars are really ugly and i know you can do it better.,"Hey there! We're afraid we don't have any info on this right now, but we’re working on it as we speak. Stay tuned /RE",Tue Nov 14 12:48:39 +0000 2017,,691187,SpotifyCares,nan,2402501,2,False
d2c29fc21516,spotifycares,Hi guys. I've got a Spotify issue that I REALLY need a hand with. What's the best way to get in touch please? Thanks,"Hey there, you've come to the right place! Could you let us know how we can help you out? We'll see what we can suggest /MO",Sat Nov 04 00:01:59 +0000 2017,,476853,SpotifyCares,nan,1538238,2,False
dc3bc55fd125,spotifycares,"I'm having this same issue. I've had to reinstall the app once already, and its occuring again. Problem is I have to re d/l songs everytime","Hi Graham, help's here! Check out the steps under “Downloads unexpectedly removed” at [URL] Any better? /JP",Thu Nov 02 21:41:09 +0000 2017,[support]: Thanks! Does restarting your device - including removing the battery for 30 seconds if possible - help at all? /LF | [customer]: I ended up having to uninstall and reinstall the app to work. There is at least one review on the Google Play store noting the same issue | [support]: Thanks for letting us know. We're glad to hear everything is working out just fine now. Is there anything else we can do for you? /LF,396564,SpotifyCares,1175709.0,1175711,5,False
567600ac463c,spotifycares,"and btw, we fill in the same address. :( please help.",Hi there! Can you send us a DM of the email addresses for your account and the user you're inviting? We'll take a look backstage /XF [URL],Mon Oct 30 14:41:13 +0000 2017,"[customer]: Hi, I want to add a family member to the family plan, but it keep showing ""3 - Oops something went wrong, please try again.""",581040,SpotifyCares,1958494.0,1958492,3,True
c368583a5650,spotifycares,"all my playlists disappeared and were replaced by a ""my music"" playlist. plz help!!!",Hi there. Can you DM us your account's email address? We'll take a look backstage /LM [URL],Sat Nov 11 19:04:34 +0000 2017,,662785,SpotifyCares,nan,2279792,2,True
25626e1e9489,spotifycares,"Hey, running into a bug where on an Artist's page, the 'albums' section is retaining the albums from a previous artist page.","Hey there! What device and Spotify version is this happening on? Also, does logging out and back in help at all? /BH",Sat Oct 07 14:49:11 +0000 2017,,194241,SpotifyCares,nan,328181,2,False
5a91a3ae2549,spotifycares,Very kind of you to get back to me. Thanks for listening! :),No worries. You know where to find us is you ever need us again. Take care 🙂 /AK,Fri Nov 03 23:05:53 +0000 2017,"[support]: Hi there, thanks for the feedback. We’ll get this passed onto the right team. If anything else comes up, just let us know /AK",356810,SpotifyCares,1000251.0,1000254,3,False
